address,floor,plan,price,square
р-н Орджоникидзевский, 4/4 эт.,1-к квартира,1 599 900  ₽, 32 м²
р-н Орджоникидзевский, 1/5 эт.,2-к квартира,1 750 000  ₽, 45.9 м²
р-н Свердловский, 2/2 эт.,4-к квартира,10 490 000  ₽, 125 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 380 000  ₽, 30.9 м²
р-н Кировский, 6/11 эт.,1-к квартира,1 950 000  ₽, 33.7 м²
р-н Дзержинский, 5/20 эт.,2-к квартира,3 763 000  ₽, 45.9 м²
р-н Орджоникидзевский, 3/5 эт.,1-к квартира,1 600 000  ₽, 37.4 м²
р-н Дзержинский, 2/10 эт.,4-к квартира,9 500 000  ₽, 110.7 м²
р-н Индустриальный, 2/25 эт.,1-к квартира,2 456 300  ₽, 41 м²
р-н Свердловский, 6/16 эт.,Апартаменты-студия,1 875 000  ₽, 27 м²
р-н Ленинский, 3/17 эт.,3-к квартира,6 500 000  ₽, 82.2 м²
р-н Ленинский, 17/17 эт.,Студия,5 900 000  ₽, 69.4 м²
р-н Свердловский, 3/25 эт.,3-к квартира,5 600 000  ₽, 81 м²
р-н Свердловский, 4/9 эт.,1-к квартира,880 000  ₽, 17 м²
р-н Кировский, 1/3 эт.,Квартира-студия,2 200 000  ₽, 30 м²
р-н Кировский, 2/3 эт.,3-к квартира,2 100 000  ₽, 76.6 м²
р-н Свердловский, 8/16 эт.,2-к квартира,3 200 000  ₽, 54 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 550 000  ₽, 52.2 м²
р-н Дзержинский, 24/25 эт.,2-к квартира,4 287 000  ₽, 57.2 м²
р-н Дзержинский, 4/8 эт.,1-к квартира,3 650 000  ₽, 50.2 м²
р-н Ленинский, 17/17 эт.,2-к квартира,8 000 000  ₽, 118.8 м²
р-н Ленинский, 8/9 эт.,2-к квартира,3 190 000  ₽, 43 м²
р-н Ленинский, 10/22 эт.,2-к квартира,4 950 000  ₽, 57.3 м²
р-н Индустриальный, 4/23 эт.,3-к квартира,4 730 250  ₽, 79.5 м²
р-н Дзержинский, 1/16 эт.,2-к квартира,3 500 000  ₽, 52 м²
р-н Индустриальный, 2/23 эт.,3-к квартира,4 754 050  ₽, 79.9 м²
р-н Орджоникидзевский, 19/25 эт.,Студия,1 620 000  ₽, 26.6 м²
р-н Орджоникидзевский, 24/24 эт.,Квартира-студия,1 550 000  ₽, 27.2 м²
р-н Орджоникидзевский, 4/9 эт.,1-к квартира,1 900 000  ₽, 33.3 м²
р-н Орджоникидзевский, 21/25 эт.,Студия,1 500 000  ₽, 26.5 м²
р-н Свердловский, 4/10 эт.,3-к квартира,4 200 000  ₽, 64 м²
р-н Свердловский, 22/25 эт.,2-к квартира,2 734 620  ₽, 46 м²
р-н Индустриальный, 9/16 эт.,3-к квартира,4 715 936  ₽, 86.7 м²
р-н Мотовилихинский, 7/9 эт.,2-к квартира,2 850 000  ₽, 38.5 м²
р-н Ленинский, 19/24 эт.,2-к квартира,6 700 000  ₽, 82.8 м²
р-н Мотовилихинский, 6/8 эт.,2-к квартира,3 886 034  ₽, 54.3 м²
р-н Свердловский, 3/6 эт.,2-к квартира,3 108 000  ₽, 50.8 м²
р-н Орджоникидзевский, 8/16 эт.,1-к квартира,2 250 000  ₽, 40.6 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,3 600 000  ₽, 68 м²
р-н Свердловский, 2/16 эт.,3-к квартира,5 750 000  ₽, 71.5 м²
р-н Свердловский, 5/5 эт.,4-к квартира,2 500 000  ₽, 61 м²
р-н Свердловский, 4/6 эт.,1-к квартира,2 010 000  ₽, 28.1 м²
р-н Индустриальный, 15/16 эт.,2-к квартира,4 180 000  ₽, 65.5 м²
р-н Свердловский, 3/6 эт.,3-к квартира,3 686 000  ₽, 61.2 м²
р-н Орджоникидзевский, 2/2 эт.,1-к квартира,979 046  ₽, 43.2 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,3 560 000  ₽, 65 м²
р-н Орджоникидзевский, 14/25 эт.,Студия,1 800 000  ₽, 26.5 м²
р-н Ленинский, 10/22 эт.,2-к квартира,4 950 000  ₽, 57 м²
р-н Индустриальный, 3/9 эт.,Квартира-студия,3 800 000  ₽, 36.6 м²
р-н Дзержинский, 1/10 эт.,5-к квартира,3 900 000  ₽, 105 м²
р-н Свердловский, 11/19 эт.,3-к квартира,7 400 000  ₽, 91.6 м²
р-н Свердловский, 6/19 эт.,1-к квартира,3 350 000  ₽, 37 м²
р-н Дзержинский, 9/25 эт.,3-к квартира,4 511 000  ₽, 66.6 м²
р-н Орджоникидзевский, 5/9 эт.,2-к квартира,3 200 000  ₽, 57.7 м²
р-н Ленинский, 3/10 эт.,6-к квартира,16 500 000  ₽, 185 м²
р-н Кировский, 13/16 эт.,2-к квартира,3 601 300  ₽, 55.3 м²
р-н Орджоникидзевский, 10/16 эт.,2-к квартира,3 200 000  ₽, 57.7 м²
р-н Индустриальный, 5/16 эт.,3-к квартира,4 646 584  ₽, 86.7 м²
р-н Кировский, 8/10 эт.,1-к квартира,2 300 000  ₽, 39 м²
р-н Свердловский, 2/16 эт.,3-к квартира,5 590 000  ₽, 79 м²
р-н Кировский, 5/5 эт.,2-к квартира,2 200 000  ₽, 43.3 м²
р-н Свердловский, 5/5 эт.,2-к квартира,1 750 000  ₽, 45 м²
р-н Орджоникидзевский, 1/6 эт.,1-к квартира,1 350 000  ₽, 31 м²
р-н Свердловский, 15/25 эт.,3-к квартира,5 225 000  ₽, 94.2 м²
р-н Ленинский, 5/16 эт.,2-к квартира,3 800 000  ₽, 57 м²
р-н Дзержинский, 11/17 эт.,1-к квартира,2 580 000  ₽, 43.9 м²
р-н Мотовилихинский, 2/9 эт.,3-к квартира,3 900 000  ₽, 65 м²
р-н Кировский, 13/16 эт.,1-к квартира,2 090 000  ₽, 42.9 м²
р-н Дзержинский, 1/5 эт.,1-к квартира,1 700 000  ₽, 32.3 м²
р-н Свердловский, 3/5 эт.,4-к квартира,2 099 000  ₽, 63.1 м²
р-н Мотовилихинский, 1/9 эт.,3-к квартира,3 600 000  ₽, 67.5 м²
р-н Кировский, 10/10 эт.,4-к квартира,4 000 000  ₽, 82 м²
р-н Свердловский, 8/9 эт.,2-к квартира,2 850 000  ₽, 44 м²
р-н Орджоникидзевский, 3/10 эт.,1-к квартира,2 500 000  ₽, 40 м²
р-н Кировский, 2/25 эт.,1-к квартира,1 360 000  ₽, 20.6 м²
р-н Индустриальный, 17/19 эт.,2-к квартира,5 000 000  ₽, 65.7 м²
р-н Свердловский, 3/3 эт.,2-к квартира,1 800 000  ₽, 42 м²
р-н Свердловский, 18/25 эт.,2-к квартира,4 549 000  ₽, 53 м²
р-н Индустриальный, 3/3 эт.,2-к квартира,2 180 000  ₽, 44 м²
р-н Дзержинский, 16/16 эт.,2-к квартира,4 800 000  ₽, 65 м²
р-н Кировский, 2/5 эт.,2-к квартира,2 100 000  ₽, 41.3 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,999 000  ₽, 76 м²
р-н Мотовилихинский, 1/1 эт.,1-к квартира,599 000  ₽, 38 м²
р-н Свердловский, 12/19 эт.,1-к квартира,3 149 000  ₽, 38.8 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,3 280 000  ₽, 48.1 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 300 000  ₽, 46.2 м²
р-н Мотовилихинский, 3/5 эт.,2-к квартира,2 690 000  ₽, 45.4 м²
р-н Мотовилихинский, 5/5 эт.,3-к квартира,2 950 000  ₽, 64 м²
р-н Кировский, 2/5 эт.,1-к квартира,1 499 000  ₽, 28.1 м²
р-н Кировский, 1/5 эт.,2-к квартира,1 350 000  ₽, 44 м²
р-н Ленинский, 10/25 эт.,3-к квартира,9 500 000  ₽, 95.7 м²
р-н Орджоникидзевский, 5/5 эт.,1-к квартира,1 640 000  ₽, 34 м²
р-н Дзержинский, 12/16 эт.,2-к квартира,4 370 000  ₽, 62.8 м²
р-н Мотовилихинский, 3/9 эт.,1-к квартира,3 350 000  ₽, 36 м²
р-н Кировский, 5/16 эт.,1-к квартира,2 350 000  ₽, 40.8 м²
р-н Свердловский, 1/9 эт.,3-к квартира,2 600 000  ₽, 61 м²
р-н Орджоникидзевский, 14/16 эт.,1-к квартира,2 600 000  ₽, 41 м²
р-н Орджоникидзевский, 1/2 эт.,2-к квартира,1 400 000  ₽, 43.8 м²
р-н Индустриальный, 2/5 эт.,5-к квартира,3 200 000  ₽, 95.5 м²
р-н Индустриальный, 2/3 эт.,1-к квартира,2 050 000  ₽, 33.9 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,3 100 000  ₽, 43.5 м²
р-н Кировский, 1/5 эт.,2-к квартира,2 050 000  ₽, 42 м²
р-н Кировский, 3/3 эт.,1-к квартира,1 550 000  ₽, 34 м²
р-н Кировский, 3/10 эт.,1-к квартира,1 950 000  ₽, 34.5 м²
р-н Свердловский, 5/25 эт.,Квартира-студия,1 393 875  ₽, 23.7 м²
р-н Орджоникидзевский, 1/5 эт.,1-к квартира,1 360 000  ₽, 34.8 м²
р-н Свердловский, 8/17 эт.,1-к квартира,3 350 000  ₽, 36.6 м²
р-н Свердловский, 10/16 эт.,Квартира-студия,2 200 000  ₽, 29.3 м²
р-н Орджоникидзевский, 2/5 эт.,1-к квартира,1 450 000  ₽, 31 м²
р-н Мотовилихинский, 4/5 эт.,3-к квартира,2 800 000  ₽, 56.8 м²
р-н Свердловский, 6/7 эт.,3-к квартира,18 525 000  ₽, 195 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 390 000  ₽, 46 м²
р-н Свердловский, 1/5 эт.,2-к квартира,2 200 000  ₽, 45 м²
р-н Орджоникидзевский, 2/5 эт.,2-к квартира,2 000 000  ₽, 43 м²
р-н Ленинский, 2/14 эт.,Квартира-студия,2 800 000  ₽, 31 м²
р-н Ленинский, 17/22 эт.,1-к квартира,4 000 000  ₽, 47 м²
р-н Дзержинский, 9/9 эт.,2-к квартира,3 490 000  ₽, 53 м²
р-н Кировский, 1/25 эт.,Студия,600 000  ₽, 27.1 м²
р-н Свердловский, 3/3 эт.,1-к квартира,2 150 000  ₽, 31 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,3 500 000  ₽, 62.8 м²
р-н Кировский, 5/16 эт.,1-к квартира,2 350 000  ₽, 40.8 м²
р-н Свердловский, 1/9 эт.,3-к квартира,2 600 000  ₽, 61 м²
р-н Орджоникидзевский, 14/16 эт.,1-к квартира,2 600 000  ₽, 41 м²
р-н Орджоникидзевский, 1/2 эт.,2-к квартира,1 400 000  ₽, 43.8 м²
р-н Индустриальный, 2/5 эт.,5-к квартира,3 200 000  ₽, 95.5 м²
р-н Кировский, 1/5 эт.,2-к квартира,2 300 000  ₽, 44 м²
р-н Индустриальный, 2/3 эт.,1-к квартира,2 050 000  ₽, 33.9 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,3 100 000  ₽, 43.5 м²
р-н Кировский, 1/5 эт.,2-к квартира,2 050 000  ₽, 42 м²
р-н Кировский, 3/3 эт.,1-к квартира,1 550 000  ₽, 34 м²
р-н Кировский, 3/10 эт.,1-к квартира,1 950 000  ₽, 34.5 м²
р-н Свердловский, 5/25 эт.,Квартира-студия,1 393 875  ₽, 23.7 м²
р-н Свердловский, 8/17 эт.,1-к квартира,3 350 000  ₽, 36.6 м²
р-н Орджоникидзевский, 1/5 эт.,1-к квартира,1 360 000  ₽, 34.8 м²
р-н Свердловский, 10/16 эт.,Квартира-студия,2 200 000  ₽, 29.3 м²
р-н Орджоникидзевский, 2/5 эт.,1-к квартира,1 450 000  ₽, 31 м²
р-н Мотовилихинский, 4/5 эт.,3-к квартира,2 800 000  ₽, 56.8 м²
р-н Свердловский, 6/7 эт.,3-к квартира,18 525 000  ₽, 195 м²
р-н Орджоникидзевский, 2/5 эт.,2-к квартира,2 000 000  ₽, 43 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 390 000  ₽, 46 м²
р-н Свердловский, 1/5 эт.,2-к квартира,2 200 000  ₽, 45 м²
р-н Ленинский, 2/14 эт.,Квартира-студия,2 800 000  ₽, 31 м²
р-н Ленинский, 17/22 эт.,1-к квартира,4 000 000  ₽, 47 м²
р-н Дзержинский, 9/9 эт.,2-к квартира,3 490 000  ₽, 53 м²
р-н Кировский, 1/25 эт.,Студия,600 000  ₽, 27.1 м²
р-н Свердловский, 3/3 эт.,1-к квартира,2 150 000  ₽, 31 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,3 500 000  ₽, 62.8 м²
р-н Ленинский, 7/7 эт.,2-к квартира,7 500 000  ₽, 63.1 м²
р-н Дзержинский, 4/9 эт.,2-к квартира,4 250 000  ₽, 53.4 м²
р-н Индустриальный, 2/10 эт.,3-к квартира,4 350 000  ₽, 71.2 м²
р-н Орджоникидзевский, 10/16 эт.,2-к квартира,3 630 000  ₽, 53.4 м²
р-н Свердловский, 6/9 эт.,3-к квартира,2 700 000  ₽, 60.2 м²
р-н Свердловский, 2/12 эт.,2-к квартира,3 000 000  ₽, 41 м²
р-н Мотовилихинский, 7/10 эт.,Квартира-студия,2 500 000  ₽, 33 м²
р-н Индустриальный, 4/5 эт.,1-к квартира,1 200 000  ₽, 18 м²
р-н Дзержинский, 3/5 эт.,1-к квартира,1 800 000  ₽, 31 м²
р-н Индустриальный, 2/5 эт.,2-к квартира,2 600 000  ₽, 42 м²
р-н Дзержинский, 14/19 эт.,2-к квартира,3 100 000  ₽, 58 м²
р-н Свердловский, 4/16 эт.,1-к апартаменты,2 300 000  ₽, 36.7 м²
р-н Дзержинский, 4/9 эт.,3-к квартира,3 600 000  ₽, 60.2 м²
р-н Мотовилихинский, 6/9 эт.,2-к квартира,1 950 000  ₽, 42.9 м²
р-н Дзержинский, 3/10 эт.,3-к квартира,3 620 000  ₽, 67.2 м²
р-н Орджоникидзевский, 14/17 эт.,3-к квартира,6 100 000  ₽, 90 м²
р-н Дзержинский, 4/19 эт.,3-к квартира,5 200 000  ₽, 80 м²
